product_id,product_name,category,price,cost,in_stock
PROD1333,Quality-Focused 4Thgeneration Groupware,BEAUTY,312.55,117.26,False
PROD1334,switchable demand-driven synergy, Beauty,169.96,2.92,False
PROD1335,mONITORED TRANSITIONAL INFO-MEDIARIES,GROCERY,180.32,157.44,False
PROD1336,hORIZONTAL ASYNCHRONOUS MORATORIUM,CLOTHING,425.59,1261.7,False
PROD1337,vISION-ORIENTED FULL-RANGE EXTRANET,BOOKS,35.14,26.62,False
PROD1338,Quality-focused multimedia success ,Home & Kitchen,214.71,1629.6000000000001,True
PROD1339,Quality-Focused System-Worthy Forecast, Sports,370.27,214.54,True
PROD1340,mULTI-LATERAL GLOBAL SOLUTION,,65.96,237.79,False
PROD1341,Self-Enabling Regional Service-Desk,Books ,333.16,197.45,True
PROD1342,Multi-Lateral Dynamic Budgetary Management, Beauty,382.89,25.91,True
PROD1343,bALANCED COMPOSITE OPEN ARCHITECTURE, Toys,346.57,95.73,True
PROD1344,Future-Proofed Client-Server Local Area Network,home & kitchen,310.3,175.2,False
PROD1345,Focused Modular Encryption, Automotive,402.67,153.56,False
PROD1346,face-to-face actuating algorithm, Electronics,335.02,129.91,True
PROD1347,Centralized stable superstructure ,CLOTHING,494.65,217.9,False
PROD1348,distributed leadingedge internet solution,GROCERY,62.28,224.7,True
PROD1349,fUTURE-PROOFED BANDWIDTH-MONITORED SUCCESS,Home & Kitchen,372.62,6.15,False
PROD1350,tEAM-ORIENTED REGIONAL gRAPHICAL uSER iNTERFACE,Books,67.59,54.08,True
PROD1351,Future-Proofed Composite Model,Books,437.66,118.16,True
PROD1352,TEAM-ORIENTED BOTTOM-LINE PARALLELISM, Home & Kitchen,425.97,40.71,False
PROD1353,SYNCHRONIZED ZERO ADMINISTRATION STANDARDIZATION,,26.3,90.93,True
PROD1354,Stand-alone attitude-oriented productivity , Electronics,141.14,108.62,False
PROD1355,networked clear-thinking graphic interface, Home & Kitchen,17.14,100.09,False
PROD1356,automated multimedia standardization,Beauty,291.6,144.44,False
PROD1357,Cross-Group Object-Oriented Standardization,Books,405.88,93.23,True
PROD1358,managed system-worthy circuit,Electronics ,193.21,144.97,False
PROD1359,pRE-EMPTIVE TANGIBLE EXTRANET,,328.98,199.27,True
PROD1360,cLONED UNIFORM FUNCTION,SPORTS,301.26,225.89,False
PROD1361,Multi-Channeled Well-Modulated Orchestration,AUTOMOTIVE,105.74,193.24,True
PROD1362,Balanced 3rdgeneration pricing structure ,TOYS,111.44,56.8,True
PROD1363,Adaptive Motivating Collaboration,ELECTRONICS,395.86,214.32,True
PROD1364,distributed bandwidth-monitored utilization,Automotive ,154.98,182.6,False
PROD1365,fundamental 24hour function,clothing,350.0,238.5,True
PROD1366,customer-focused intangible benchmark,Grocery ,4597.6,204.47,Tru...
PROD1367,USER-FRIENDLY ZERO-DEFECT PROCESS IMPROVEMENT, Beauty,244.98,69.54,True
PROD1368,fOCUSED COHERENT OPEN SYSTEM,BOOKS,242.26,6.66,False
PROD1369,uPGRADABLE ACTUATING APPROACH,,413.34,90.51,False
PROD1370,CLONED MODULAR INFRASTRUCTURE,Clothing,2683.2999999999997,32.62,False
PROD1371,Multi-lateral static infrastructure ,Clothing,115.94,108.47,False
PROD1372,Reduced Static Model, Beauty,16.0,,False
PROD1373,down-sized maximized graphic interface,,12.61,,False
PROD1374,intuitive hybrid adapter,toys,10.55,144.6,False
PROD1375,Digitized tangible knowledge user ,grocery,179.79,143.53,False
PROD1376,FUTURE-PROOFED DEMAND-DRIVEN ACCESS,Books,426.52,121.45,False
PROD1377,Synergized Optimal Alliance,Beauty,369.82,150.32,True
PROD1378,Decentralized uniform complexity , Sports,338.74,74.37,False
PROD1379,Future-proofed disintermediate time-frame , Home & Kitchen,462.23,248.02,True
PROD1380,pROGRAMMABLE UPWARD-TRENDING FUNCTION,GROCERY,299.92,,True
PROD1381,RE-CONTEXTUALIZED LOGISTICAL INSTRUCTION SET,automotive,302.73,199.69,False
PROD1382,Face-To-Face Attitude-Oriented Attitude,beauty,264.4,196.9,False
PROD1383,reactive object-oriented array,,99.9,94.41,False
PROD1384,MULTI-LATERAL HUMAN-RESOURCE FRAMEWORK,clothing,486.09,53.57,False
PROD1385,distributed system-worthy utilization,GROCERY,479.56,125.97,False
PROD1386,Expanded Dedicated Groupware,toys,482.98,94.68,True
PROD1387,pROFIT-FOCUSED WELL-MODULATED STRATEGY,GROCERY,47.4,118.83,False
PROD1388,eNHANCED HUMAN-RESOURCE ATTITUDE,Books ,214.85,232.57,True
PROD1389,pOLARIZED 6THGENERATION ARCHIVE,books,228.71,148.87,False
PROD1390,Centralized real-time Internet solution ,SPORTS,224.82,154.47,False
PROD1391,optional next generation capacity,toys,36.28,162.49,False
PROD1392,RIGHT-SIZED 24/7 DEFINITION, Health,177.37,4.35,True
PROD1393,proactive regional algorithm,home & kitchen,213.59,188.58,True
PROD1394,Enhanced Motivating Methodology,Clothing,349.76,122.18,True
PROD1395,ORGANIZED SYSTEMIC COLLABORATION,Beauty ,191.44,170.61,True
PROD1396,Multi-Layered Foreground Open Architecture, Home & Kitchen,251.17,101.01,False
PROD1397,Phased maximized circuit ,health,478.07,2.58,True
PROD1398,inverse modular extranet, Sports,464.92,143.28,True
PROD1399,Inverse motivating firmware ,toys,125.75,107.84,True
PROD1400,hORIZONTAL BOTTOM-LINE SERVICE-DESK,Beauty ,475.59,166.08,True
PROD1401,quality-focused upward-trending encryption,Grocery ,253.99,,True
PROD1402,aSSIMILATED SECONDARY THROUGHPUT,Automotive,242.98,136.88,True
PROD1403,business-focused web-enabled strategy,CLOTHING,263.54,65.52,False
PROD1404,horizontal attitude-oriented collaboration,SPORTS,294.64,167.42,True
PROD1405,CROSS-GROUP LOCAL ENCRYPTION, Sports,115.92,45.77,False
PROD1406,fULLY-CONFIGURABLE USER-FACING KNOWLEDGE USER,BOOKS,412.32,195.14,True
PROD1407,Sharable Directional Analyzer, Health,67.78,35.42,False
PROD1408,Optimized Stable Implementation,BOOKS,222.79,80.19,False
PROD1409,optional 6thgeneration interface,Electronics,204.69,68.77,True
PROD1410,customer-focused static protocol,,113.49,146.23,True
PROD1411,cUSTOMER-FOCUSED FOREGROUND ALLIANCE,Home & Kitchen,21.65,102.52,True
PROD1412,multi-layered full-range open system, Home & Kitchen,30.54,147.74,True
PROD1413,Up-Sized National Application,Clothing,298.41,53.82,True
PROD1414,nETWORKED FRESH-THINKING COLLABORATION,sports,464.26,72.63,True
PROD1415,mANDATORY CONTENT-BASED ANALYZER,Grocery ,93.47,113.73,True
PROD1416,mULTI-TIERED COHERENT FRAMEWORK,Grocery,97.9,98.36,False
PROD1417,right-sized web-enabled contingency, Electronics,176.89,53.53,False
PROD1418,OPEN-ARCHITECTED REAL-TIME STANDARDIZATION,Automotive,89.59,11.77,True
PROD1419,aDVANCED UNIFORM APPLICATION,Electronics,223.88,,True
PROD1420,Profound Transitional Ability,clothing,42.82,4.39,True
PROD1421,Cross-group regional emulation ,GROCERY,442.08,131.13,False
PROD1422,Triple-Buffered Optimal Benchmark, Home & Kitchen,13.68,120.69,True
PROD1423,Cross-platform discrete challenge ,Clothing ,378.61,218.69,True
PROD1424,versatile web-enabled ability, Beauty,315.39,174.01,True
PROD1425,eNTERPRISE-WIDE WEB-ENABLED THROUGHPUT,BEAUTY,109.43,7.15,False
PROD1426,aDVANCED INTERACTIVE PORTAL,AUTOMOTIVE,469.46,26.69,True
PROD1427,Grass-Roots Uniform Migration,toys,283.47,181.17,False
PROD1428,Integrated Multi-State Website,Clothing,426.25,58.69,True
PROD1429,mULTI-CHANNELED CLIENT-DRIVEN CAPACITY,Home & Kitchen,137.68,33.97,False
PROD1430,Multi-lateral local data-warehouse ,BEAUTY,233.78,92.66,False
PROD1431,Object-based tangible extranet ,clothing,305.11,235.84,False
PROD1432,INNOVATIVE NATIONAL SOLUTION,HOME & KITCHEN,355.22,98.24,True
PROD1433,Switchable Bi-Directional Graphical User Interface,clothing,96.62,,True
PROD1434,Cross-platform scalable complexity ,Grocery,477.77,68.73,True
PROD1435,De-engineered regional frame ,grocery,348.92,194.33,True
PROD1436,qUALITY-FOCUSED FOREGROUND IMPLEMENTATION, Books,474.91,95.38,False
PROD1437,phased directional monitoring,Books ,101.84,212.3,True
PROD1438,REVERSE-ENGINEERED DIDACTIC CONCEPT,TOYS,264.74,185.37,True
PROD1439,right-sized intangible projection,Electronics,307.71,298.8,True
PROD1440,oPTIONAL EXPLICIT THROUGHPUT,Clothing,40.54,62.67,False
PROD1441,Profound real-time orchestration ,Automotive ,184.76,70.64,True
PROD1442,Customer-Focused System-Worthy Attitude,HEALTH,489.95,77.22,True
PROD1443,Assimilated intermediate knowledge user ,Clothing ,349.52,,True
PROD1444,HORIZONTAL OPTIMIZING PRODUCT, Health,133.36,85.75,False
PROD1445,Fully-Configurable Bifurcated Matrix,toys,116.31,138.56,
PROD1446,Customizable Holistic Functionalities,toys,93.42,207.38,text_True
PROD1447,object-based web-enabled model,Beauty,33.2,20.49,False
PROD1448,Enhanced 24/7 utilization , Beauty,49.41,75.51,False
PROD1449,Versatile web-enabled collaboration ,Automotive ,256.54,241.96,False
PROD1450,monitored high-level system engine,,158.57,220.46,False
PROD1451,aMELIORATED IMPACTFUL CONTINGENCY,Sports ,363.12,198.28,True
PROD1452,Face-to-face optimizing firmware ,Health ,401.58,54.73,True
PROD1453,cLONED DYNAMIC FRAME, Sports,227.87,207.85,True
PROD1454,fOCUSED MULTIMEDIA APPROACH, Home & Kitchen,356.96,239.92,True
PROD1455,USER-CENTRIC USER-FACING SUCCESS,Beauty ,64.96,160.19,False
PROD1456,Reduced contextually-based firmware ,Books,102.66,26.06,True
PROD1457,REALIGNED ANALYZING ARCHIVE,Sports ,254.94,238.92,False
PROD1458,tEAM-ORIENTED DIRECTIONAL FRAME,Automotive ,191.38,2.24,False
PROD1459,Persistent Hybrid Methodology, Clothing,487.34,177.55,text_False
PROD1460,QUALITY-FOCUSED HEURISTIC ENCRYPTION,Clothing ,345.48,124.69,True
PROD1461,Universal Needs-Based Internet Solution,AUTOMOTIVE,374.47,108.23,text_False
PROD1462,vIRTUAL ASYMMETRIC THROUGHPUT, Clothing,249.69,,False
PROD1463,ERGONOMIC OPTIMIZING KNOWLEDGEBASE,Home & Kitchen ,417.55,90.04,True
PROD1464,PERSISTENT FAULT-TOLERANT INTERFACE,ELECTRONICS,96.66,34.74,False
PROD1465,Assimilated Fault-Tolerant Infrastructure,Books,190.89,50.13,False
PROD1466,Balanced Optimizing Help-Desk,toys,324.74,65.52,False
PROD1467,Organized Bifurcated Product,BEAUTY,252.79,110.05,True
PROD1468,CENTRALIZED METHODICAL SOFTWARE, Automotive,326.91,,True
PROD1469,DIVERSE EMPOWERING INFO-MEDIARIES,Toys ,106.08,27.44,False
PROD1470,rEACTIVE ANALYZING gRAPHIC iNTERFACE,clothing,11.0,,True
PROD1471,Extended Analyzing Structure, Automotive,339.6,42.28,True
PROD1472,Diverse didactic collaboration ,Beauty,292.4,235.2,True
PROD1473,Total global definition ,Sports,353.49,88.73,False
PROD1474,PROFIT-FOCUSED NATIONAL KNOWLEDGEBASE,Beauty,320.89,116.23,False
PROD1475,Diverse contextually-based projection ,health,325.31,203.84,True
PROD1476,Extended scalable solution ,Home & Kitchen,375.12,131.88,False
PROD1477,rEDUCED DIRECTIONAL CONCEPT,Books,42.44,39.94,True
PROD1478,Mandatory real-time algorithm ,Electronics,254.5,199.49,False
PROD1479,vISIONARY EMPOWERING PRICING STRUCTURE, Electronics,418.33,171.72,False
PROD1480,FRONT-LINE DISCRETE WEBSITE,HOME & KITCHEN,416.23,,False
PROD1481,EXPANDED HOMOGENEOUS TOOLSET,home & kitchen,120.51,67.88,True
PROD1482,Sharable Encompassing Paradigm, Toys,184.8,,True
PROD1483,Vision-oriented clear-thinking hardware ,HOME & KITCHEN,465.84,158.78,True
PROD1484,Seamless stable software ,HOME & KITCHEN,395.93,39.28,True
PROD1485,Fully-configurable background matrix ,Books,24.44,201.75,Fal...
PROD1486,DE-ENGINEERED ACTUATING SYSTEM ENGINE,Automotive ,111.83,119.33,True
PROD1487,SECURED NATIONAL NEURAL-NET,clothing,297.58,242.96,False
PROD1488,mANDATORY ZERO TOLERANCE SUPERSTRUCTURE,,236.55,45.05,False
PROD1489,TEAM-ORIENTED VALUE-ADDED MORATORIUM,Sports,96.36,190.16,True
PROD1490,Universal methodical structure ,Toys,176.23,60.96,True
PROD1491,mANAGED DEDICATED PARALLELISM,Books ,47.12,89.42,True
PROD1492,intuitive zero tolerance software,Books ,204.88,115.24,True
PROD1493,Ergonomic analyzing attitude , Books,343.48,71.43,True
PROD1494,bUSINESS-FOCUSED OBJECT-ORIENTED INITIATIVE,BEAUTY,182.92,187.32,False
PROD1495,PROGRAMMABLE HOLISTIC ACCESS,clothing,114.35,90.34,True
PROD1496,ORGANIZED LEADINGEDGE PROTOCOL,Health,260.98,104.34,False
PROD1497,sharable executive methodology,health,352.44,139.72,False
PROD1498,eNTERPRISE-WIDE HIGH-LEVEL FORECAST,HEALTH,481.56,150.13,True
PROD1499,Open-architected systemic circuit , Automotive,181.79,155.95,True
PROD1500,up-sized transitional matrices, Home & Kitchen,147.46,163.5,False
PROD1501,HORIZONTAL INTERACTIVE ARCHIVE,Clothing,197.8,139.28,True
PROD1502,Quality-Focused Next Generation Focus Group,Clothing,476.67,140.17,False
PROD1503,mULTI-TIERED DEDICATED CHALLENGE,clothing,184.36,144.31,True
PROD1504,proactive transitional collaboration, Beauty,360.37,234.21,True
PROD1505,Phased Uniform Project,Home & Kitchen ,408.52,46.57,True
PROD1506,re-engineered systematic implementation,Health,151.02,145.26,True
PROD1507,ROBUST DIDACTIC STRUCTURE,home & kitchen,150.64,248.45,False
PROD1508,pOLARIZED INTERMEDIATE ADAPTER,automotive,66.55,238.56,True
PROD1509,OPERATIVE HYBRID SYSTEM ENGINE,Electronics ,155.69,196.39,False
PROD1510,Focused Discrete Intranet, Health,144.37,75.62,True
PROD1511,INNOVATIVE GLOBAL PROTOCOL,Health,247.68,197.23,False
PROD1512,CENTRALIZED NATIONAL ARRAY,books,393.99,247.26,False
PROD1513,pRE-EMPTIVE NON-VOLATILE HUB,Electronics,166.51,2130.0,True
PROD1514,Streamlined mobile installation , Sports,494.97,61.57,True
PROD1515,oPEN-ARCHITECTED BOTTOM-LINE ARRAY,automotive,208.04,118.24,False
PROD1516,tEAM-ORIENTED EVEN-KEELED MODERATOR, Sports,242.08,170.2,False
PROD1517,User-centric 4thgeneration utilization ,toys,420.5,20.44,False
PROD1518,PRE-EMPTIVE ASYNCHRONOUS INSTALLATION,Home & Kitchen,386.29,237.11,False
PROD1519,Synergized Coherent Customer Loyalty,Electronics ,409.09,87.36,False
PROD1520,User-Centric Full-Range Artificial Intelligence,Clothing,499.39,129.41,True
PROD1521,stand-alone intangible open system,clothing,434.88,155.58,False
PROD1522,Focused Leadingedge Matrices,AUTOMOTIVE,61.77,56.56,False
PROD1523,phased contextually-based strategy,Books,425.99,,False
PROD1524,hORIZONTAL UNIFORM FORECAST,clothing,186.66,89.44,True
PROD1525,Re-engineered multi-state superstructure ,Electronics ,318.37,183.71,False
PROD1526,customizable interactive portal,CLOTHING,160.55,202.59,False
PROD1527,TRIPLE-BUFFERED BANDWIDTH-MONITORED LOCAL AREA NETWORK,Electronics,323.16,187.54,True
PROD1528,Multi-lateral multi-tasking artificial intelligence , Health,60.65,220.56,False
PROD1529,Integrated Hybrid Moratorium,Clothing ,466.36,6.77,True
PROD1530,pUBLIC-KEY DIRECTIONAL FUNCTION, Electronics,146.49,61.12,False
PROD1531,PROFOUND GRID-ENABLED PARADIGM, Toys,62.01,179.43,False
PROD1532,Total bi-directional moderator ,Sports ,408.13,153.7,False
PROD1533,MANAGED EXUDING CORE,electronics,384.71,239.71,False
PROD1534,integrated 6thgeneration productivity,ELECTRONICS,308.4,79.04,False
PROD1535,synchronized global moratorium,Beauty ,346.98,73.22,True
PROD1536,reactive web-enabled project,HOME & KITCHEN,421.43,242.73,False
PROD1537,uSER-CENTRIC CLEAR-THINKING UTILIZATION,ELECTRONICS,216.56,182.38,True
PROD1538,PHASED SYSTEM-WORTHY PROCESS IMPROVEMENT,TOYS,253.34,163.31,False
PROD1539,ADAPTIVE NON-VOLATILE THROUGHPUT, Health,47.57,137.51,False
PROD1540,dISTRIBUTED WELL-MODULATED SUCCESS,beauty,494.8,466.59999999999997,False
PROD1541,re-contextualized zero-defect data-warehouse,sports,294.88,205.29,True
PROD1542,automated interactive framework,Sports,29.8,139.78,False
PROD1543,Implemented Disintermediate Parallelism,GROCERY,15.63,94.09,False
PROD1544,oRGANIC ZERO ADMINISTRATION PROTOCOL,,292.96,51.35,False
PROD1545,Switchable Human-Resource Focus Group,BEAUTY,270.11,,True
PROD1546,Fundamental solution-oriented array ,CLOTHING,231.08,244.22,True
PROD1547,team-oriented heuristic secured line,electronics,405.35,,True
PROD1548,FOCUSED ZERO TOLERANCE SUCCESS, Books,50.97,194.98,False
PROD1549,centralized bottom-line collaboration,Grocery,154.13,192.57,False
PROD1550,enhanced transitional website,HEALTH,287.52,40.19,True
PROD1551,DOWN-SIZED DISCRETE DEFINITION,Beauty,234.39,244.93,False
PROD1552,reactive logistical forecast,Books,131.28,222.81,True
PROD1553,Streamlined Foreground Installation,AUTOMOTIVE,412.75,170.0,False
PROD1554,Face-to-face stable interface ,Home & Kitchen ,317.24,163.23,True
PROD1555,Expanded systemic parallelism ,Home & Kitchen ,381.36,113.99,True
PROD1556,Enterprise-wide even-keeled toolset ,Automotive,261.13,163.4,True
PROD1557,SYNERGIZED EXUDING PRODUCT,Grocery,405.67,136.84,True
PROD1558,Reactive Fresh-Thinking Leverage,BOOKS,91.93,,True
PROD1559,mULTI-TIERED RECIPROCAL INFO-MEDIARIES,HEALTH,292.09,133.24,True
PROD1560,Reverse-Engineered Clear-Thinking Interface,HOME & KITCHEN,170.16,194.05,True
PROD1561,grass-roots local productivity,,235.26,28.82,False
PROD1562,SELF-ENABLING SYSTEMATIC INTRANET,,438.76,150.25,False
PROD1563,pOLARIZED BIFURCATED INITIATIVE,home & kitchen,488.27,207.45,True
PROD1564,polarized background migration, Beauty,107.49,76.04,True
PROD1565,BUSINESS-FOCUSED SYSTEMATIC CONGLOMERATION,BOOKS,491.31,91.6,True
PROD1566,INNOVATIVE 6THGENERATION DEFINITION,HOME & KITCHEN,360.49,182.14,False
PROD1567,Visionary Systematic Approach,toys,59.02,79.95,True
PROD1568,dOWN-SIZED MULTI-TASKING KNOWLEDGEBASE,Toys,284.22,52.67,False
PROD1569,devolved foreground task-force,,376.26,41.84,False
PROD1570,FOCUSED REGIONAL HARDWARE,Grocery ,292.27,165.84,True
PROD1571,CUSTOMIZABLE RADICAL INITIATIVE,GROCERY,172.05,69.82,False
PROD1572,Operative multi-tasking contingency ,Electronics ,159.86,123.77,True
PROD1573,cLONED WELL-MODULATED TIME-FRAME,automotive,109.58,211.23,True
PROD1574,dIVERSE 24HOUR ALLIANCE,,302.55,211.96,True
PROD1575,SYNERGIZED BI-DIRECTIONAL SUCCESS,Health,95.62,242.55,True
PROD1576,TEAM-ORIENTED DIDACTIC WEBSITE,sports,369.97,159.59,False
PROD1577,De-engineered bifurcated encryption ,Beauty ,352.93,182.28,True
PROD1578,Synergistic static knowledgebase ,,198.02,218.11,True
PROD1579,pOLARIZED DYNAMIC TASK-FORCE,Automotive,409.47,184.48,True
PROD1580,Polarized system-worthy help-desk , Sports,367.69,166.46,True
PROD1581,face-to-face attitude-oriented neural-net, Beauty,214.29,62.71,True
PROD1582,Assimilated Real-Time Portal,,369.79,125.92,True
PROD1583,PROACTIVE BACKGROUND PROCESS IMPROVEMENT,BOOKS,414.39,200.2,False
PROD1584,Decentralized Empowering Utilization,HEALTH,18.36,66.85,False
PROD1585,Robust Empowering Task-Force, Beauty,366.8,41.34,False
PROD1586,Extended Leadingedge Groupware,Health ,149.6,125.97,False
PROD1587,Managed Executive Standardization,Home & Kitchen,126.0,216.76,False
PROD1588,Intuitive zero tolerance methodology ,grocery,366.01,,False
PROD1589,expanded static infrastructure,Health,418.64,35.39,False
PROD1590,FUNDAMENTAL ANALYZING SUCCESS,Clothing ,65.7,64.51,False
PROD1591,Customer-focused regional portal ,Toys,116.24,232.42,False
PROD1592,ROBUST DISCRETE FRAME,sports,98.61,220.38,True
PROD1593,reactive optimal complexity,BOOKS,263.41,215.47,False
PROD1594,OPEN-ARCHITECTED VALUE-ADDED INITIATIVE,clothing,309.67,63.53,False
PROD1595,realigned coherent time-frame,home & kitchen,184.2,154.81,True
PROD1596,Organized Bifurcated Graphic Interface,TOYS,217.6,114.83,False
PROD1597,Optional Tangible Artificial Intelligence,beauty,44.16,171.22,False
PROD1598,cONFIGURABLE INTERMEDIATE DEFINITION, Books,85.96,200.83,False
PROD1599,MULTI-LAYERED BI-DIRECTIONAL HELP-DESK,Toys,205.16,82.37,False
PROD1600,Switchable empowering process improvement , Automotive,478.52,,True
PROD1601,Pre-emptive motivating structure , Toys,318.08,32.26,False
PROD1602,rIGHT-SIZED RADICAL WEBSITE,HEALTH,369.15,,False
PROD1603,distributed tertiary paradigm,clothing,271.44,177.21,True
PROD1604,Realigned Composite Framework,clothing,229.99,233.39,False
PROD1605,CROSS-GROUP NEEDS-BASED ATTITUDE,sports,88.9,,False
PROD1606,cross-platform intangible hub,Electronics ,211.95,95.87,False
PROD1607,Balanced Systemic Knowledge User,grocery,111.01,134.03,False
PROD1608,PRE-EMPTIVE CONTENT-BASED INTERFACE,Toys ,352.87,134.18,False
PROD1609,Synergistic Demand-Driven Access,,192.6,26.45,True
PROD1610,User-Friendly Upward-Trending Database,grocery,131.74,126.44,True
PROD1611,PROFOUND FOREGROUND ALLIANCE,CLOTHING,13.62,,False
PROD1612,eXCLUSIVE CLIENT-SERVER SECURED LINE,GROCERY,499.19,82.32,True
PROD1613,sEAMLESS HEURISTIC SOLUTION,,54.84,240.45,True
PROD1614,Down-Sized Upward-Trending Knowledgebase,HOME & KITCHEN,99.03,50.56,False
PROD1615,sELF-ENABLING FULL-RANGE FOCUS GROUP,Home & Kitchen,138.36,,False
PROD1616,NETWORKED CLEAR-THINKING STRATEGY,books,380.87,52.13,True
PROD1617,Stand-alone leadingedge firmware ,Toys,497.82,144.43,True
PROD1618,eXCLUSIVE DYNAMIC ARCHITECTURE,TOYS,27.42,216.14,False
PROD1619,open-architected explicit neural-net,Health,329.67,193.78,False
PROD1620,Universal attitude-oriented parallelism ,toys,206.04,205.04,True
PROD1621,Programmable Background Neural-Net, Toys,484.89,41.14,True
PROD1622,extended object-oriented flexibility,Automotive,473.28,191.96,False
PROD1623,uP-SIZED SYSTEMIC CORE, Toys,282.02,34.5,True
PROD1624,Compatible fresh-thinking success ,Grocery,357.93,90.38,True
PROD1625,PHASED FAULT-TOLERANT STRUCTURE,toys,83.91,32.95,False
PROD1626,cross-group clear-thinking knowledge user, Grocery,214.88,241.45,False
PROD1627,MULTI-LAYERED 3RDGENERATION CORE,beauty,475.83,74.82,True
PROD1628,Extended Cohesive Encryption,SPORTS,423.88,70.3,True
PROD1629,Integrated System-Worthy Capacity,health,41.2,233.8,True
PROD1630,sharable heuristic support,Toys,352.88,208.84,True
PROD1631,Profit-focused responsive capacity ,Toys ,411.59,116.22,True
PROD1632,Mandatory Client-Driven Middleware,BEAUTY,205.72,70.48,True
PROD1633,Multi-channeled zero administration secured line , Clothing,237.04,76.35,True
PROD1634,PROFOUND REAL-TIME LOCAL AREA NETWORK,TOYS,76.17,53.97,False
PROD1635,cONFIGURABLE SECONDARY CONGLOMERATION,home & kitchen,52.13,147.5,
PROD1636,re-engineered non-volatile focus group, Clothing,471.69,31.55,False
PROD1637,OBJECT-BASED EMPOWERING EXTRANET,Beauty,318.29,33.46,True
PROD1638,aDVANCED WEB-ENABLED lOCAL aREA nETWORK, Automotive,476.78,44.44,False
PROD1639,Programmable scalable challenge , Home & Kitchen,228.68,23.33,False
PROD1640,Right-Sized Value-Added Neural-Net,health,67.64,172.87,False
PROD1641,Implemented Asynchronous Extranet, Health,309.66,12.22,True
PROD1642,Innovative fresh-thinking implementation ,Clothing,190.4,31.57,True
PROD1643,Switchable Incremental Frame, Toys,149.88,165.66,True
PROD1644,Integrated National Project,home & kitchen,437.92,218.64,False
PROD1645,Streamlined exuding customer loyalty ,SPORTS,301.28,62.81,True
PROD1646,Profit-Focused 4Thgeneration Database,Electronics ,108.34,227.4,True
PROD1647,PROGRESSIVE ATTITUDE-ORIENTED TASK-FORCE,AUTOMOTIVE,193.63,55.79,False
PROD1648,advanced leadingedge encryption,CLOTHING,284.83,195.65,True
PROD1649,persevering full-range open architecture,BOOKS,207.12,193.38,True
PROD1650,re-engineered disintermediate database,Books,368.42,115.51,True
PROD1651,dECENTRALIZED LEADINGEDGE KNOWLEDGEBASE,,203.92,10.97,False
PROD1652,sYNERGIZED MULTIMEDIA INITIATIVE,CLOTHING,495.1,147.71,False
PROD1653,rOBUST SYSTEM-WORTHY PROCESS IMPROVEMENT, Toys,497.04,72.97,True
PROD1654,PERSISTENT EXPLICIT SERVICE-DESK,BOOKS,435.34,166.26,False
PROD1655,function-based 5thgeneration success, Grocery,426.76,127.44,False
PROD1656,OBJECT-BASED NON-VOLATILE DEFINITION,Home & Kitchen ,424.56,78.07,True
PROD1657,Organic bottom-line software ,automotive,48.09,107.2,False
PROD1658,RE-ENGINEERED DEMAND-DRIVEN MODERATOR,sports,477.3,121.83,True
PROD1659,fUNCTION-BASED WEB-ENABLED CONCEPT,Toys ,53.81,57.11,True
PROD1660,mONITORED CLEAR-THINKING ALGORITHM, Sports,286.33,126.2,False
PROD1661,rEALIGNED SOLUTION-ORIENTED PORTAL,clothing,339.79,240.71,True
PROD1662,grass-roots mission-critical challenge,Home & Kitchen,122.46,188.55,True
PROD1663,User-Centric Client-Server Protocol,BOOKS,152.39,,True
PROD1664,proactive coherent array,HEALTH,352.46,4.87,False
PROD1665,eNHANCED DEMAND-DRIVEN MIGRATION,Beauty,106.02,144.0,True
PROD1666,Digitized full-range architecture , Beauty,354.69,77.49,True
